"Código SIEX";"Código";"Categoría";"Nombre científico";"EPPO cd";"Observaciones";Fecha de alta;Fecha de modificación;Fecha de baja
"1";"8";"Enfermedades fúngicas";"Fungi";"1FUNGK";"Por razones de simplificación, se ha considerado este grupo en sentido amplio, incluyendo todas las enfermedades causadas por organismos tradicionalmente citados como hongos, aunque actualmente se incluyan en Reinos distintos (Fungi, Chromista).";03/07/2024;03/07/2024;
"2";"8.1";"Hongos del suelo";"Fungi";"1FUNGK, soil";"Tratamientos fungicidas genéricos contra hongos de suelo.";03/07/2024;03/07/2024;
"3";"8.2";"Desinfección de sustratos (hongos)";"Fungi";"1FUNGK, substrate";"Tratamientos fungicidas genéricos para desinfección de sustratos y mantillos.";03/07/2024;03/07/2024;
"4";"8.3";"Hongos de la madera";"Fungi";"1FUNGK, wood";"Tratamientos fungicidas genéricos contra hongos de madera.";03/07/2024;03/07/2024;
"5";"8.4";"Enfermedades post-cosecha (hongos)";"Fungi";"1FUNGK, post-harvest";"Tratamientos fungicidas genéricos contra enfermedades post-cosecha.";03/07/2024;03/07/2024;
"6";"8.5";"Albuginaceae";"Albuginaceae";"1ALBUF";;03/07/2024;03/07/2024;
"7";"8.5.1";"Albugo spp.";"Albugo spp.";"1ALBUG";;03/07/2024;03/07/2024;
"8";"8.5.1.1";"Roya blanca de las crucíferas, Albugo candida";"Albugo candida";"ALBUCA";;03/07/2024;03/07/2024;
"9";"8.5.1.2";"Roya blanca de las compuestas, Albugo tragopogonis";"Albugo tragopogonis";"ALBUTR";;03/07/2024;03/07/2024;
"10";"8.6";"Amphisphaeriaceae";"Amphisphaeriaceae";"1AMPSF";;03/07/2024;03/07/2024;
"11";"8.6.1";"Pestalotiopsis spp.";"Pestalotiopsis spp.";"1PESPG";;03/07/2024;03/07/2024;
"12";"8.6.1.1";"Mancha foliar de las palmáceas, Pestalotiopsis palmarum";"Pestalotiopsis palmarum";"PESPPA";;03/07/2024;03/07/2024;
"13";"8.6.2";"Seiridium spp.";"Seiridium spp.";"1SEIRG";;03/07/2024;03/07/2024;
"14";"8.6.2.1";"Chancro del ciprés, Seiridium cardinale";"Seiridium cardinale";"SEIRCA";;03/07/2024;03/07/2024;
"15";"8.7";"Atheliaceae";"Atheliaceae";"1ATHLF";;03/07/2024;03/07/2024;
"16";"8.7.1";"Athelia spp.";"Athelia spp.";"1ATHLG";;03/07/2024;03/07/2024;
"17";"8.7.1.1";"Podredumbre blanca de la remolacha, mal del esclerocio, Athelia rolfsii";"Athelia rolfsii";"SCLORO";"También descrito como Sclerotium rolfsii.";03/07/2024;03/07/2024;
"18";"8.8";"Bondarzewiaceae";"Bondarzewiaceae";"1BONDF";;03/07/2024;03/07/2024;
"19";"8.8.1";"Heterobasidion spp.";"Heterobasidion spp.";"1HETEG";;03/07/2024;03/07/2024;
"20";"8.8.1.1";"Podredumbre de los árboles resinosos, Heterobasidion annosum";"Heterobasidion annosum";"HETEAN";;03/07/2024;03/07/2024;
"21";"8.9";"Botryosphaeriaceae";"Botryosphaeriaceae";"1BOTSF";;03/07/2024;03/07/2024;
"22";"8.9.1";"Botryosphaeria spp.";"Botryosphaeria spp.";"1BOTSG";;03/07/2024;03/07/2024;
"23";"8.9.1.1";"Escudete del olivo, Botryosphaeria dothidea";"Botryosphaeria dothidea";"BOTSDO";"También responsable del chancro del almendro.";03/07/2024;03/07/2024;
"24";"8.9.1.2";"Botryosphaeria quercuum";"Botryosphaeria quercuum";"BOTSQU";;03/07/2024;03/07/2024;
"25";"8.9.2";"Diplodia spp.";"Diplodia spp.";"1DIPDG";;03/07/2024;03/07/2024;
"26";"8.9.2.1";"Diplodia corticola";"Diplodia corticola";"DIPDCT";"También descrito como Botryosphaeria corticola.";03/07/2024;03/07/2024;
"27";"8.9.2.2";"Black dead arm (BDA), Diplodia mutila";"Diplodia mutila";"BOTSST";;03/07/2024;03/07/2024;
"28";"8.9.2.3";"Muerte progresiva del pino, Diplodia sapinea";"Diplodia sapinea";"DIPDPI";"También descrito como Sphaeropsis sapinea.";03/07/2024;03/07/2024;
"29";"8.9.2.4";"Chancro de las pomáceas, Diplodia seriata";"Diplodia seriata";"BOTSOB";;03/07/2024;03/07/2024;
"30";"8.9.3";"Dothiorella spp.";"Dothiorella spp.";"1DOTRG";;03/07/2024;03/07/2024;
"31";"8.9.3.1";"Dothiorella dominicana";"Dothiorella dominicana";"DOTRDO";;03/07/2024;03/07/2024;
"32";"8.9.4";"Lasiodiplodia spp.";"Lasiodiplodia spp.";"1LSDPG";;03/07/2024;03/07/2024;
"33";"8.9.4.1";"Chancro de los agrios, Lasiodiplodia theobromae";"Lasiodiplodia theobromae";"PHYORH";"También produce chancros en otras especies, en particular en algodón.";03/07/2024;03/07/2024;
"34";"8.9.5";"Macrophomina spp.";"Macrophomina spp.";"1MCPHG";;03/07/2024;03/07/2024;
"35";"8.9.5.1";"Podredumbre carbonosa, Macrophomina phaseolina";"Macrophomina phaseolina";"MCPHPH";;03/07/2024;03/07/2024;
"36";"8.9.6";"Chancros, Neofusicoccum spp.";"Neofusicoccum spp.";"1NEOFG";;03/07/2024;03/07/2024;
"37";"8.9.6.1";"Chancro, Neofusicoccum australe";"Neofusicoccum australe";"NEOFAU";;03/07/2024;03/07/2024;
"38";"8.9.6.2";"Neofusicoccum mangiferae";"Neofusicoccum mangiferae";"NEOFMA";;03/07/2024;03/07/2024;
"39";"8.9.6.3";"Neofusicoccum parvum";"Neofusicoccum parvum";"BOTSPA";;03/07/2024;03/07/2024;
"40";"8.10";"Capnodiaceae";"Capnodiaceae";"1CAPDF";;03/07/2024;03/07/2024;
"41";"8.10.1";"Negrillas, Capnodium spp.";"Capnodium spp.";"1CAPDG";;03/07/2024;03/07/2024;
"42";"8.10.1.2";"Negrilla, fumagina, Capnodium elaeophilum";"Capnodium elaeophilum";"CAPDEL";;03/07/2024;03/07/2024;
"43";"8.11";"Ceratobasidiaceae";"Ceratobasidiaceae";"1CRTBF";;03/07/2024;03/07/2024;
"44";"8.11.1";"Rhizoctonia spp.";"Rhizoctonia spp. (género anamórfico)";"1RHIZG";;03/07/2024;03/07/2024;
"45";"8.11.1.1";"Viruela, sarna de la patata, Rhizoctonia solani";"Rhizoctonia solani";"RHIZSO";;03/07/2024;03/07/2024;
"46";"8.12";"Ceratocystidaceae";"Ceratocystidaceae";"1CERKF";;03/07/2024;03/07/2024;
"47";"8.12.1";"Berkeleyomyces spp.";"Berkeleyomyces spp.";"1BERKG";;03/07/2024;03/07/2024;
"48";"8.12.1.1";"Podredumbre negra de la raíz del tabaco, Berkeleyomyces basicola";"Berkeleyomyces basicola";"THIEBA";"También descrito como Thielaviopsis basicola.";03/07/2024;03/07/2024;
"49";"8.12.2";"Ceratocystis spp.";"Ceratocystis spp.";"1CERAG";;03/07/2024;03/07/2024;
"50";"8.12.2.1";"Cancro rojo del plátano, Ceratocystis platani";"Ceratocystis platani";"CERAFP";;03/07/2024;03/07/2024;
"51";"8.12.3";"Thielaviopsis spp.";"Thielaviopsis spp.";"1THIEG";;03/07/2024;03/07/2024;
"52";"8.12.3.1";"Pudrición de la corona, Thielaviopsis paradoxa";"Thielaviopsis paradoxa";"CERAPA";"También descrito como Ceratocystis paradoxa. También responsable del corazón negro de la caña.";03/07/2024;03/07/2024;
"53";"8.13";"Chaetomiaceae";"Chaetomiaceae";"1CHATF";;03/07/2024;03/07/2024;
"54";"8.13.1";"Papulaspora spp.";"Papulaspora spp. (género anamórfico)";"1PAPLG";;03/07/2024;03/07/2024;
"55";"8.13.1.1";"Yeso pardo del champiñón, Papulaspora byssina";"Papulaspora byssina";"PAPLBY";;03/07/2024;03/07/2024;
"56";"8.14";"Cladosporiaceae";"Cladosporiaceae";"1CLADF";;03/07/2024;03/07/2024;
"57";"8.14.1";"Cladosporiosis, Cladosporium spp.";"Cladosporium spp.";"1CLADG";"También descrito como Heterosporium spp.";03/07/2024;03/07/2024;
"58";"8.14.1.1";"Cladosporiosis de la cebolla, Cladosporium allii-cepae";"Cladosporium allii-cepae";"CLADAC";;03/07/2024;03/07/2024;
"59";"8.14.1.2";"Cladosporiosis del pepino, Cladosporium cucumerinum";"Cladosporium cucumerinum";"CLADCU";;03/07/2024;03/07/2024;
"60";"8.14.1.3";"Cladosporiosis de la espinaca, Cladosporium variabile";"Cladosporium variabile";"CLADVA";;03/07/2024;03/07/2024;
"61";"8.15";"Cordycipitaceae";"Cordycipitaceae";"1CODYF";;03/07/2024;03/07/2024;
"62";"8.15.1";"Lecanicillium spp.";"Lecanicillium spp.";"1LCNCG";;03/07/2024;03/07/2024;
"63";"8.15.1.1";"Mole seca, Lecanicillium fungicola  var. fungicola";"Lecanicillium fungicola var.fungicola";"VERTFU";;03/07/2024;03/07/2024;
"64";"8.16";"Cronartiaceae";"Cronartiaceae";"1CRONF";;03/07/2024;03/07/2024;
"65";"8.16.1";"Cronartium spp.";"Cronartium spp.";"1CRONG";;03/07/2024;03/07/2024;
"66";"8.16.1.1";"Roya vesiculosa del pino, Cronartium flaccidum";"Cronartium flaccidum";"CRONFL";;03/07/2024;03/07/2024;
"67";"8.17";"Cryphonectriaceae";"Cryphonectriaceae";"1CRYNF";;03/07/2024;03/07/2024;
"68";"8.17.1";"Cryphonectria spp.";"Cryphonectria spp.";"1CRYNG";;03/07/2024;03/07/2024;
"69";"8.17.1.1";"Chancro del castaño, Cryphonectria parasitica";"Cryphonectria parasitica";"ENDOPA";;03/07/2024;03/07/2024;
"70";"8.18";"Cytosporaceae";"Cytosporaceae";"1CYTSF";;03/07/2024;03/07/2024;
"71";"8.18.1";"Cytospora spp.";"Cytospora spp.";"1CYTOG";;03/07/2024;03/07/2024;
"72";"8.18.1.2";"Mal del desgarro, chancro del avellano, Cytospora corylicola";"Cytospora corylicola";"CYTOCO";;03/07/2024;03/07/2024;
"73";"8.19";"Dermateaceae";"Dermateaceae";"1DERMO";;03/07/2024;03/07/2024;
"74";"8.19.1";"Cryptosporiopsis spp.";"Cryptosporiopsis spp.";"1CYPTG";"De acuerdo con los recientes cambios nomenclaturales, la denominación Pezicula prevalece sobre Cryptosporiopsis, que pasa a ser considerada sinonimia. Sin embargo algunas de las especies de Cryptosporiopsis no han sido aún reubicadas en Pezicula o en otros géneros (ver ""Notes"" 1CYPTG en EPPO Global Database:https://gd.eppo.int/).";03/07/2024;03/07/2024;
"75";"8.19.1.1";"Borró sec, yema seca, Cryptosporiopsis coryli";"Cryptosporiopsis coryli";"CYPTCO";;03/07/2024;03/07/2024;
"76";"8.19.3";"Neofabraea spp.";"Neofabraea spp.";"1NFABG";;03/07/2024;03/07/2024;
"77";"8.19.3.1";"Gloeosporiosis, antracnosis de las manzanas, Neofabraea vagabunda";"Neofabraea vagabunda";"PEZIAL";"También descrito como Gloeosporium album, Phlyctema vagabunda o Peziza alba.";03/07/2024;03/07/2024;
"78";"8.19.4";"Pezicula spp.";"Pezicula spp.";"1PEZIG";;03/07/2024;03/07/2024;
"79";"8.20";"Diaporthaceae";"Diaporthaceae";"1DIAPF";;03/07/2024;03/07/2024;
"80";"8.20.1";"Diaporthe spp.";"Diaporthe spp.";"1DIAPG";;03/07/2024;03/07/2024;
"81";"8.20.1.1";"Diaporthe actinidiae";"Diaporthe actinidiae";"DIAPAC";;03/07/2024;03/07/2024;
"82";"8.20.1.2";"Chancro del almendro, Diaporthe amygdali";"Diaporthe amygdali";"FUSCAM";"También descrito como Phomopsis amygdali o Fusicoccum amygdali. También responsable del chancro del melocotonero.";03/07/2024;03/07/2024;
"83";"8.20.1.4";"Excoriosis de la vid, Diaporthe neoviticola";"Diaporthe neoviticola";"PHOPVI";"También descrito como Phomopsis viticola";03/07/2024;03/07/2024;
"84";"8.20.2";"Stenocarpella spp.";"Stenocarpella spp. (género anamórfico)";"1STCAG";;03/07/2024;03/07/2024;
"85";"8.20.2.1";"Pudrición del tallo del maíz, Stenocarpella maydis";"Stenocarpella maydis";"DIPDMA";"También descrito como Diplodia maydis.";03/07/2024;03/07/2024;
"86";"8.21";"Diatrypaceae";"Diatrypaceae";"1DIATF";;03/07/2024;03/07/2024;
"87";"8.21.1";"Eutypa spp.";"Eutypa spp.";"1EUTYG";;03/07/2024;03/07/2024;
"88";"8.21.1.1";"Eutipiosis de la vid, Eutypa lata";"Eutypa lata";"EUTYLA";;03/07/2024;03/07/2024;
"89";"8.22";"Didymellaceae";"Didymellaceae";"1DIDYF";;03/07/2024;03/07/2024;
"90";"8.22.1";"Ascoquitosis, Ascochyta sp.";"Ascochyta sp.";"ASCOSP";;03/07/2024;03/07/2024;
"91";"8.22.1.1";"Rabia de la lenteja, Ascochyta lentis";"Ascochyta lentis";"DIDYLE";"También descrito como Didymella lentis.";03/07/2024;03/07/2024;
"92";"8.22.1.2";"Rabia del haba, Ascochyta fabae";"Ascochyta fabae";"ASCOFA";"También descrito como Didymella fabae.";03/07/2024;03/07/2024;
"93";"8.22.1.3";"Marchitez del tallo de la alfalfa, Ascochyta medicaginicola var. medicaginicola";"Ascochyta medicaginicola var. medicaginicola";"PHOMME";"También descrito como Phoma medicaginis.";03/07/2024;03/07/2024;
"94";"8.22.1.4";"Rabia del guisante, Ascochyta pisi";"Ascochyta pisi";"ASCOPI";;03/07/2024;03/07/2024;
"95";"8.22.1.5";"Rabia del garbanzo, Ascochyta rabiei";"Ascochyta rabiei";"MYCORA";"También descrito como Mycosphaerella rabiei.";03/07/2024;03/07/2024;
"96";"8.22.2";"Boeremia spp.";"Boeremia spp.";"1BOERG";;03/07/2024;03/07/2024;
"97";"8.22.2.1";"Ascoquitosis de la alcachofa, Boeremia exigua var.exigua";"Boeremia exigua var.exigua";"PHOMEX";"También descrito como Ascochyta hortorum o Phoma exigua var. exigua.";03/07/2024;03/07/2024;
"98";"8.22.2.2";"Gangrena de la patata, Boeremia foveata";"Boeremia foveata";"PHOMEF";"También descrito como Phoma exigua var. foveata";03/07/2024;03/07/2024;
"99";"8.22.2.3";"Pudrición del tallo del tomate, Boeremia lycopersici";"Boeremia lycopersici";"DIDYLY";"También descrito como Didymella lycopersici o Ascochyta lycopersici.";03/07/2024;03/07/2024;
"100";"8.22.3";"Didymella spp.";"Didymella spp.";"DIDYG";;03/07/2024;03/07/2024;
"101";"8.22.3.1";"Mancha amarilla de las hojas del maíz, Didymella maydis";"Didymella maydis";"MYCOZM";"También descrito como Mycosphaerella zeae-maydis.";03/07/2024;03/07/2024;
"102";"8.22.3.2";"Ascoquitosis del guisante, Didymella pinodes";"Didymella pinodes";"MYCOPI";"También descrito como Ascochyta pinodes o Mycosphaerella pinodes.";03/07/2024;03/07/2024;
"103";"8.22.4";"Phoma spp.";"Phoma spp.";"1PHOMG";"Las especies Plenodomus lindquistii, P.lingam, P.tracheiphilus, Neocamarosporium betae, Boeremia exigua var.exigua, B.foveata y Stagonosporopsis cucurbitacearum no están incluidas en la categoría Phoma spp., sino dentro de los géneros indicados (ver EPPO Global Database:https://gd.eppo.int/).";03/07/2024;03/07/2024;
"104";"8.22.5";"Stagonosporopsis spp.";"Stagonosporopsis spp.";"1STGSG";;03/07/2024;03/07/2024;
"105";"8.22.5.1";"Chancro gomoso del tallo de las cucurbitáceas, Stagonosporopsis cucurbitacearum";"Stagonosporopsis cucurbitacearum";"DIDYBR";"También descrito como Didymella bryoniae o Didymella bryoniae. Responsable de la caries negra del pepino.";03/07/2024;03/07/2024;
"106";"8.22.5.2";"Stagonosporopsis hortensis";"Stagonosporopsis hortensis";"ASCOBL";"También descrito como Ascochyta boltshauseri.";03/07/2024;03/07/2024;
"107";"8.22.6";"Xenodidymella spp.";"Xenodidymella spp.";"1XDIDG";;03/07/2024;03/07/2024;
"108";"8.22.6.1";"Chancro del tallo del frambueso, Xenodidymella applanata";"Xenodidymella applanata";"DIDYAP";"También descrito como Didymella applanata.";03/07/2024;03/07/2024;
"109";"8.23";"Didymosphaeriaceae";"Didymosphaeriaceae";"1DIDPF ";;03/07/2024;03/07/2024;
"110";"8.23.1";"Paraconiothyrium spp.";"Paraconiothyrium spp.";"1PRCNG";;03/07/2024;03/07/2024;
"111";"8.23.1.1";"Chancro, necrosis de las heridas de frambuesa, Paraconiothyrium fuckelii";"Paraconiothyrium fuckelii";"LEPTCO";;03/07/2024;03/07/2024;
"112";"8.24";"Dipodascaceae";"Dipodascaceae";"1DIPOF";;03/07/2024;03/07/2024;
"113";"8.24.1";"Pudrición, Geotrichum spp.";"Geotrichum spp.";"1GEOTG";;03/07/2024;03/07/2024;
"114";"8.25";"Dothidotthiaceae";"Dothidotthiaceae";"1DOTTF";;03/07/2024;03/07/2024;
"115";"8.25.1";"Wilsonomyces spp.";"Wilsonomyces spp.";"1WILSG";;03/07/2024;03/07/2024;
"116";"8.25.1.1";"Cribado, perdigonado, Wilsonomyces carpophilus";"Wilsonomyces carpophilus";"STIGCA";"También descrito como Stigmina carpophila o Coryneum beijerinckii.";03/07/2024;03/07/2024;
"117";"8.26";"Dothioraceae";"Dothioraceae";"1DOTRF";;03/07/2024;03/07/2024;
"118";"8.26.1";"Discosphaerina spp.";"Discosphaerina spp.";"1DSCSG";;03/07/2024;03/07/2024;
"119";"8.26.1.1";"Fuego del lino, Discosphaerina fulvida";"Discosphaerina fulvida";"AUREPL";"También descrito como Kabatiella lini";03/07/2024;03/07/2024;
"120";"8.26.2";"Kabatina spp.";"Kabatina spp.";"1KABTG";;03/07/2024;03/07/2024;
"121";"8.26.2.1";"Chancro común de los enebros, Kabatina spp.";"Kabatina juniperi, K.thujae";"KABTJU, KABTTH";;03/07/2024;03/07/2024;
"122";"8.27";"Drepanopezizaceae";"Drepanopezizaceae";"1DRPPF";;03/07/2024;03/07/2024;
"123";"8.27.1";"Blumeriella spp.";"Blumeriella spp.";"1BLUMG";;03/07/2024;03/07/2024;
"124";"8.27.1.1";"Cilindrosporiosis, antracnosis del cerezo, Blumeriella jaapii";"Blumeriella jaapii";"BLUMJA";;03/07/2024;03/07/2024;
"125";"8.27.2";"Diplocarpon spp.";"Diplocarpon spp.";"1DIPCG";;03/07/2024;03/07/2024;
"126";"8.27.2.1";"Entomosporiosis, Diplocarpon mespili";"Diplocarpon mespili";"DIPCMA";"También descrito como Entomosporium maculatum.";03/07/2024;03/07/2024;
"127";"8.27.2.2";"Mancha negra, marsonina del rosal, Diplocarpon rosae";"Diplocarpon rosae";"DIPCRO";"También descrito como Marssonina rosae.";03/07/2024;03/07/2024;
"128";"8.27.4";"Pseudopeziza spp.";"Pseudopeziza spp.";"1PSPZG";;03/07/2024;03/07/2024;
"129";"8.27.4.1";"Viruela de la alfalfa, Pseudopeziza medicaginis";"Pseudopeziza medicaginis";"PSPZME";;03/07/2024;03/07/2024;
"130";"8.27.4.2";"Enfermedad de Brenner, enrojecimiento parasitario, Pseudopeziza tracheiphila";"Pseudopeziza tracheiphila";"PSPZTR";"También conocido comúnmente como viruela de las hojas de la vid.";03/07/2024;03/07/2024;
"131";"8.28";"Elsinoaceae";"Elsinoaceae";"1ELSIF";;03/07/2024;03/07/2024;
"132";"8.28.1";"Elsinoë spp.";"Elsinoë spp.";"1ELSIG";;03/07/2024;03/07/2024;
"133";"8.28.1.1";"Antracnosis de la vid, Elsinoë ampelina";"Elsinoë ampelina";"ELSIAM";;03/07/2024;03/07/2024;
"134";"8.28.1.2";"Roña o sarna del aguacate, Elsinoë perseae";"Elsinoë perseae";"SPHAPE";"También descrito como Sphaceloma perseae.";03/07/2024;03/07/2024;
"135";"8.28.1.3";"Antracnosis del rosal, Elsinoë rosarum";"Elsinoë rosarum";"SPHARO";"También descrito como Sphaceloma rosarum.";03/07/2024;03/07/2024;
"136";"8.29";"Entylomataceae";"Entylomataceae";"1ENTYF";;03/07/2024;03/07/2024;
"137";"8.29.1";"Entyloma spp.";"Entyloma spp.";"1ENTYG";;03/07/2024;03/07/2024;
"138";"8.29.1.1";"Carbón de la borraja, Entyloma serotinum";"Entyloma serotinum";"ENTYSE";;03/07/2024;03/07/2024;
"139";"8.30";"Oídios, Erysiphaceae";"Erysiphaceae";"1ERYSF";;03/07/2024;03/07/2024;
"140";"8.30.1";"Blumeria spp.";"Blumeria spp.";"1BLMEG";;03/07/2024;03/07/2024;
"141";"8.30.1.1";"Oídio de los cereales, Blumeria graminis";"Blumeria graminis";"ERYSGR";"También descrito como Erysiphe graminis.";03/07/2024;03/07/2024;
"142";"8.30.2";"Erysiphe spp.";"Erysiphe spp.";"1ERYSG";;03/07/2024;03/07/2024;
"143";"8.30.2.1";"Oídio de la remolacha, Erysiphe betae";"Erysiphe betae";"ERYSBE";"También descrito como Erysiphe polygoni.";03/07/2024;03/07/2024;
"144";"8.30.2.2";"Oídio del olmo, Erysiphe clandestina";"Erysiphe clandestina";"UNCICL";;03/07/2024;03/07/2024;
"145";"8.30.2.3";"Oídio de la soja, Erysiphe diffusa";"Erysiphe diffusa";"MCRSDI";;03/07/2024;03/07/2024;
"146";"8.30.2.4";"Oídio de las crucíferas, Erysiphe cruciferarum";"Erysiphe cruciferarum";"ERYSCR";;03/07/2024;03/07/2024;
"147";"8.30.2.5";"Oídio de la zanahoria, Erysiphe heraclei";"Erysiphe heraclei";"ERYSHE";;03/07/2024;03/07/2024;
"148";"8.30.2.6";"Oídio de la vid, Erysiphe necator";"Erysiphe necator";"UNCINE";"También descrito como Uncinula necator.";03/07/2024;03/07/2024;
"149";"8.30.2.7";"Oídio de la alfalfa, Erysiphe pisi";"Erysiphe pisi";"ERYSPI";"También conocido comúnmente como oídio de las leguminosas.";03/07/2024;03/07/2024;
"150";"8.30.2.8";"Oídio del plátano de paseo, Erysiphe platani";"Erysiphe platani";"ERYSPT";"También descrito como Microsphaera platani.";03/07/2024;03/07/2024;
"151";"8.30.3";"Golovinomyces spp.";"Golovinomyces spp.";"1GOLOG";;03/07/2024;03/07/2024;
"152";"8.30.3.1";"Oídio, Golovinomyces cichoracearum";"Golovinomyces cichoracearum";"ERYSCI";;03/07/2024;03/07/2024;
"153";"8.30.4";"Leveillula spp.";"Leveillula spp.";"1LEVEG";;03/07/2024;03/07/2024;
"154";"8.30.4.1";"Oídio, oidiopsis, Leveillula taurica";"Leveillula taurica";"LEVETA";;03/07/2024;03/07/2024;
"155";"8.30.5";"Microsphaera spp.";"Microsphaera spp.";"1MCRSG";;03/07/2024;03/07/2024;
"156";"8.30.5.1";"Oídio del roble, Microsphaera alphitoides";"Microsphaera alphitoides";"MCRSAL";"También causa daños en encina.";03/07/2024;03/07/2024;
"157";"8.30.5.2";"Oídio del grosellero, Microsphaera grossulariae";"Microsphaera grossulariae";"MCRSGR";;03/07/2024;03/07/2024;
"158";"8.30.5.3";"Oídio, Microsphaera penicillata";"Microsphaera penicillata";"MCRSPE";"También descrito como Erysiphe penicillata";03/07/2024;03/07/2024;
"159";"8.30.6";"Oidium spp.";"Oidium spp. (género anamórfico)";"1OIDIG";;03/07/2024;03/07/2024;
"160";"8.30.6.1";"Oídio de la papaya, Oidium caricae-papayae";"Oidium caricae-papayae";"OIDICP";;03/07/2024;03/07/2024;
"161";"8.30.6.2";"Oídio del mango, Oidium mangiferae";"Oidium mangiferae";"OIDIMA";;03/07/2024;03/07/2024;
"162";"8.30.6.3";"Oídio del tomate, Oidium neolycopersici";"Oidium neolycopersici";"OIDINL";;03/07/2024;03/07/2024;
"163";"8.30.7";"Phyllactinia spp.";"Phyllactinia spp.";"1PHYLG";;03/07/2024;03/07/2024;
"164";"8.30.7.1";"Oídio del avellano, Phyllactinia guttata";"Phyllactinia guttata";"PHYLGU";"También causa oídio en abedul y haya.";03/07/2024;03/07/2024;
"165";"8.30.8";"Podosphaera spp.";"Podosphaera spp.";"1PODOG";;03/07/2024;03/07/2024;
"166";"8.30.8.1";"Oídio de la fresa, Podosphaera aphanis";"Podosphaera aphanis";"PODOAP";;03/07/2024;03/07/2024;
"167";"8.30.8.2";"Oídio, Podosphaera fuliginea";"Podosphaera fuliginea";"SPHRFU";;03/07/2024;03/07/2024;
"168";"8.30.8.3";"Oídio del manzano, Podosphaera leucotricha";"Podosphaera leucotricha";"PODOLE";;03/07/2024;03/07/2024;
"169";"8.30.8.4";"Oídio del lúpulo, Podosphaera macularis";"Podosphaera macularis";"SPHRMA";;03/07/2024;03/07/2024;
"170";"8.30.8.5";"Oídio del grosellero, Podosphaera mors-uvae";"Podosphaera mors-uvae";"SPHRMU";;03/07/2024;03/07/2024;
"171";"8.30.8.6";"Oídio del rosal, Podosphaera pannosa";"Podosphaera pannosa";"SPHRPA";"También descrito como Sphaerotheca pannosa. También afecta a melocotonero.";03/07/2024;03/07/2024;
"172";"8.30.8.7";"Oídio del albaricoquero, Podosphaera tridactyla";"Podosphaera tridactyla";"PODOTR";;03/07/2024;03/07/2024;
"173";"8.30.8.8";"Oídio de las cucurbitáceas, Podosphaera xanthii";"Podosphaera xanthii";"PODOXA";;03/07/2024;03/07/2024;
"174";"8.31";"Glomerellaceae";"Glomerellaceae";"1GLOMF";;03/07/2024;03/07/2024;
"175";"8.31.1";"Colletotrichum spp.";"Colletotrichum spp.";"1COLLG";;03/07/2024;03/07/2024;
"176";"8.31.1.1";"Antracnosis del fresón, Colletotrichum acutatum";"Colletotrichum acutatum";"COLLAC";;03/07/2024;03/07/2024;
"177";"8.31.1.3";"Antracnosis del tomate, Colletotrichum coccodes";"Colletotrichum coccodes";"COLLCC";"También descrito como Colletotrichum atramentarium.";03/07/2024;03/07/2024;
"178";"8.31.1.4";"Antracnosis, Colletotrichum gloeosporioides";"Colletotrichum gloeosporioides";"COLLGL";;03/07/2024;03/07/2024;
"179";"8.31.1.5";"Antracnosis de los céspedes, Colletotrichum graminicola";"Colletotrichum graminicola";"COLLGR";;03/07/2024;03/07/2024;
"180";"8.31.1.6";"Antracnosis del haba, Colletotrichum lindemuthianum";"Colletotrichum lindemuthianum";"COLLLD";;03/07/2024;03/07/2024;
"181";"8.31.1.7";"Pudrición de la corona, Colletotrichum musae";"Colletotrichum musae";"COLLMU";"También conocido comúnmente como antracnosis del banano.";03/07/2024;03/07/2024;
"182";"8.31.2";"Glomerella spp.";"Glomerella spp.";"1GLOMG";"De acuerdo con los recientes cambios nomenclaturales, la denominación Colletotrichum prevalece sobre Glomerella, que pasa a ser considerada sinonimia.Sin embargo algunas de las especies de Glomerella no han sido aún reubicadas en Colletotrichum o en otros géneros (ver 1GLOMG en EPPO Global Database:https://gd.eppo.int/).";03/07/2024;03/07/2024;
"183";"8.31.2.1";"Aceituna jabonosa, antracnosis, Glomerella cingulata";"Glomerella cingulata";"GLOMCI";"También descrito como Colletotrichum sp. (ver GLOMCI (Notes) en EPPO Global Database:https://gd.eppo.int/).";03/07/2024;03/07/2024;
"184";"8.32";"Gnomoniaceae";"Gnomoniaceae";"1GNOMF";;03/07/2024;03/07/2024;
"185";"8.32.1";"Gnomoniopsis spp.";"Gnomoniopsis spp.";"1GNMPG";;03/07/2024;03/07/2024;
"186";"8.32.1.1";"Mancha zonal de la fresa, Gnomoniopsis comari";"Gnomoniopsis comari";"GNMPCO";;03/07/2024;03/07/2024;
"187";"8.33";"Graphiolaceae";"Graphiolaceae";"1GRAPF";;03/07/2024;03/07/2024;
"188";"8.33.1";"Graphiola spp.";"Graphiola spp.";"1GRAPG";;03/07/2024;03/07/2024;
"189";"8.33.1.1";"Falso tizón, falsa roya de las palmeras, Graphiola phoenicis";"Graphiola phoenicis";"GRAPPH";;03/07/2024;03/07/2024;
"190";"8.34";"Helotiaceae";"Helotiaceae";"1HELOF ";;03/07/2024;03/07/2024;
"191";"8.34.1";"Gremmeniella spp.";"Gremmeniella spp.";"1GREMG";;03/07/2024;03/07/2024;
